PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
2ENyI,rn1Q3r/1p3pk1/p7/5p2/8/2q4P/P3BP2/R4KR1 b - - 3 23,g7h7 d8h4,1125,75,98,661,mate mateIn1 middlegame oneMove,https://lichess.org/BUghsY5S/black#46,
g8rq3,r4rk1/1p3pp1/p1q1b1np/4p1NQ/8/P2B4/1PP2PPP/R4RK1 w - - 0 19,d3g6 f7g6 h5g6 h6g5,1852,79,90,201,advantage middlegame short,https://lichess.org/C8RG9EDS#37,
KBDjM,5rk1/6p1/p1p2p1p/5r2/4Q3/5P1q/PPP2KR1/6R1 b - - 1 29,g7g5 g2g3 h3h2 g1g2,1901,75,93,766,advantage defensiveMove endgame short,https://lichess.org/3fiM9ume/black#58,
SISbu,4r1k1/1p3qp1/pQ2pr1p/3pR3/P7/2P4P/1P3PP1/4R1K1 b - - 0 25,f6f2 b6f2 f7f2 g1f2,1769,76,91,3990,crushing endgame short,https://lichess.org/EG3Cz2en/black#50,
74Qad,1rb1k2r/p4ppp/2pbp1q1/6B1/7P/1Q1P1N2/PP2PP2/R3K2R w KQk - 1 14,b3c3 d6b4 c3b4 b8b4,1065,78,89,76,advantage middlegame pin short,https://lichess.org/g2pupsZ7#27,Grob_Opening Grob_Opening_Grob_Gambit
iQM62,2kr4/ppp2bp1/5p1p/5P2/1n6/5N2/1PPKPPP1/5B1R w - - 1 21,d2c1 b4a2 c1b1 d8d1,875,76,100,613,endgame mate mateIn2 queensideAttack short,https://lichess.org/YbdJ8GHl#41,
NJX5W,8/3k4/6RK/p1r4P/8/8/8/8 w - - 0 64,g6g5 c5g5 h6g5 d7e7 g5f4 a5a4,2339,82,81,50,crushing defensiveMove endgame long rookEndgame,https://lichess.org/XUqW5Jf7#127,
cZgnT,r4rk1/4bppp/3p1n2/1p1PpP2/2q1P3/2N5/PPQ3PP/R1B1R2K w - - 0 20,c2b3 c4b3 a2b3 a8a1,1196,76,98,943,crushing middlegame short,https://lichess.org/fyoRiKi7#39,
3u4Re,r4rk1/pp1bn1p1/1q2p2p/3pP1B1/8/1NNB4/PP2KbPP/R2Q1R2 w - - 0 17,g5e7 b6e3,610,85,100,150,mate mateIn1 middlegame oneMove,https://lichess.org/mxwBYWkd#33,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
UkF7C,1k1rr3/2b5/p4p2/Pp5p/2QP1qp1/B7/5PPP/1RR3K1 w - - 4 29,c4c6 f4h2 g1f1 h2h1,1114,80,95,10062,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EM6H9IBb#57,
haAsf,2r2rk1/p5bR/1p2pqP1/2p1N3/3P4/1P3b2/PBP4Q/1K1R4 b - - 4 25,f3d1 h7h8 g7h8 h2h7,1414,76,95,15404,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/BxSYNXYy/black#50,
JKt4w,R2q1rk1/2p2pp1/5nnp/1p2p3/1P2P3/2P4P/5KPN/2BQR3 b - - 0 19,d8d1 a8f8 g8f8 e1d1,1417,77,89,2762,advantage intermezzo middlegame short,https://lichess.org/9gmRL1a5/black#38,Italian_Game Italian_Game_Classical_Variation
vinix,r6r/p1p1kpp1/2Q3bp/4q3/8/2P4P/PP3P2/RNB2R1K w - - 1 18,c1e3 g6e4 c6e4 e5e4,929,99,93,1001,crushing fork middlegame short,https://lichess.org/ZjuSvpG9#35,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
pqpiy,r1bq1r1k/p4p1p/1pn1pNp1/2p3P1/2Pn3P/1PQP1N2/P4P2/2KR1B1R w - - 3 18,f1g2 d4e2 c1d2 e2c3,853,97,95,2224,crushing fork middlegame short,https://lichess.org/OvjH1sgx#35,English_Opening English_Opening_Anglo-Indian_Defense
husdg,8/p1p5/1p4r1/4k1P1/4pp1P/1P2n2N/P2R4/4K3 b - - 4 39,e3f5 d2d5 e5d5 h3f4 d5d6 f4g6,2017,77,91,1703,advantage attraction deflection endgame fork long master sacrifice,https://lichess.org/bYgGAnny/black#78,
sAmop,rnb2bnr/ppp1pkpp/8/8/3q4/3B4/PPP2PPP/RNBQK2R b KQ - 0 6,g8f6 d3g6 h7g6 d1d4,1323,74,98,3841,advantage discoveredAttack opening short,https://lichess.org/xKE294hv/black#12,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
s4P3L,6k1/pQ3ppp/1p2p3/8/1P6/2n1P3/P2r1PPP/5rK1 w - - 0 25,g1f1 d2d1,451,118,87,946,endgame mate mateIn1 oneMove,https://lichess.org/C02ZCxyt#49,
5jkrO,7k/5pp1/p2P3p/4Q3/qp6/1R1R4/PBr3rP/1K6 w - - 1 34,d3e3 c2b2 e5b2 g2g1 b2c1 g1c1 b1c1 a4c6,2525,94,85,135,advantage attraction middlegame sacrifice veryLong,https://lichess.org/NpLXsk5b#67,
8qRxa,1r3rk1/3b1pb1/6p1/5p1p/2pP1N2/Q1P1q1P1/6BP/K2RR3 b - - 2 26,b8a8 g2a8 e3c3 a3c3,1926,75,91,1655,crushing master middlegame short,https://lichess.org/1zwz3LMa/black#52,
hHvQx,6B1/R6p/6pk/4P3/3pb1KP/2p2r2/8/8 b - - 3 39,g6g5 h4g5 h6g6 g8h7,1979,78,84,325,endgame mate mateIn2 morphysMate short,https://lichess.org/Dpkkmc4i/black#78,
PwFsq,8/5pkp/6p1/1R1p4/3P2P1/5P2/rn2NK1P/8 w - - 3 38,e2c3 b2d1 f2e1 d1c3,1741,75,95,15169,advantage discoveredCheck doubleCheck endgame master masterVsMaster short,https://lichess.org/P2ckSezk#75,
SU4ir,1k3b2/1b3pp1/3p4/p1nNn2r/1pP1p2q/4N2P/PP3PP1/R1BQ1RK1 w - - 1 22,e3g4 e5f3 d1f3 e4f3,1863,76,91,802,crushing kingsideAttack middlegame short,https://lichess.org/h41ONedw#43,
47xcW,8/4kp2/1p1ppn2/p1pP2B1/5K1r/P1PB4/2P1R3/8 w - - 3 33,f4g3 h4g4 g3f3 g4g5,820,81,98,463,advantage endgame fork short,https://lichess.org/DWmeLYqU#65,
W2T3w,2r3k1/4q1p1/1p1p1n1p/4pP2/3pP3/3P1RQ1/1r1N2PP/R5K1 b - - 1 22,c8c2 a1a8 e7f8 a8f8 g8f8 d2c4 b2b1 f3f1 c2c1 c4d2,2668,92,87,414,advantage middlegame veryLong,https://lichess.org/SMRSfh99/black#44,
R7260,3qk2r/1B2bppp/pn1p4/1p2pP2/8/1Pr2P2/P5PP/R1BQ1RK1 w k - 0 17,b7a6 b6d7 g1h1 d8b6 a6b5 b6b5,2239,75,94,5748,advantage clearance long middlegame quietMove trappedPiece,https://lichess.org/NkgzXetA#33,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
Hssl2,1k6/ppp2pp1/3rq3/7p/2P2n2/P3PP2/1P2KP1P/R1QR4 w - - 1 20,e2f1 e6h3 f1e1 h3f3 e3f4 d6e6,2271,106,83,26,advantage endgame long sacrifice,https://lichess.org/k29hY2ds#39,
Jy09H,2rqk1nr/4ppb1/p2p2p1/2n1P1Np/4PB1P/1p6/PPPQ2P1/2KR1B1R w k - 0 15,a2b3 c5b3 c1b1 b3d2,993,85,95,344,advantage middlegame pin queensideAttack short,https://lichess.org/yDn89S3O#29,Modern_Defense Modern_Defense_Standard_Defense
MN242,3rr1k1/p6n/3Pp3/2p2qp1/3b1P1Q/3B2R1/7P/3R1K2 b - - 3 43,g8h8 g3g5 f5f4 h4f4,1876,75,86,63,advantage middlegame pin short,https://lichess.org/SBsJDY7D/black#86,
sGqLn,3r4/1bp2Bk1/p3P2p/1p4p1/8/4nN1P/PP4P1/4R1K1 b - - 2 27,e3f5 e6e7 f5e7 e1e7 g7f6 e7c7 b7f3 g2f3,1624,80,87,67,advancedPawn advantage endgame veryLong,https://lichess.org/YPIXbVKm/black#54,
1J9HD,8/pQ4pk/1p4qp/8/2PB4/7P/P3n1P1/7K w - - 11 37,d4g7 g6b1 h1h2 b1g1,1676,74,91,226,endgame mate mateIn2 short,https://lichess.org/KCzfkO5g#73,
XmerY,2r5/8/5k2/p1p3pp/PpR1PP2/1P5K/1P6/8 w - - 0 35,h3g3 h5h4 g3g4 g5f4 g4f4 c8h8 c4c5 h4h3,2720,101,91,1291,crushing endgame master quietMove rookEndgame veryLong,https://lichess.org/K8eZkm9D#69,
zAPKI,r1b1r1k1/p1q3pp/1p2p3/1P1p1pQB/1Bn5/8/2P2PPP/2R2RK1 b - - 1 20,g7g6 h5g6 c7g7 g6h7 g8h7 g5h5,1937,83,92,2960,attraction crushing kingsideAttack long middlegame pin,https://lichess.org/EKh8DHCA/black#40,
ZSVrT,3qr1k1/2pb1pp1/pr3N1p/np1p4/3P4/5N1P/PPB1QPP1/R3R1K1 b - - 1 19,d8f6 e2e8 d7e8 e1e8,580,94,100,351,kingsideAttack mate mateIn2 middlegame pillsburysMate short,https://lichess.org/BHJhpOfU/black#38,
bnSpy,r2r4/5p2/3p1kp1/2p1q3/pp2P1PQ/5P2/PP6/1K1R3R b - - 2 36,e5g5 d1d6 d8d6 e4e5 f6e5 h4g5,1994,78,92,126,attraction crushing deflection endgame long pin sacrifice,https://lichess.org/X5V9msMG/black#72,
AjwOX,r4rk1/7p/p3Rpp1/3Q4/8/2P5/Pq3PPP/R5K1 b - - 0 23,b2a1 e6e1 g8g7 e1a1,1027,94,95,3509,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/sn0cgfaa/black#46,
qlkum,r2r2k1/pp4p1/7p/3N2q1/2P2pb1/5Q2/PP3PPP/2R1R1K1 w - - 1 24,f3f4 d8d5 f4g5 d5g5,1453,76,94,318,advantage middlegame short,https://lichess.org/WCLIukku#47,
w4OZz,1k4r1/pPq5/2p1p3/2Pp2r1/1P2n2p/7P/2P2PP1/R2QRBK1 w - - 3 24,d1d3 c7g7 d3f3 e4d2 f3f4 e6e5,2530,83,96,203,crushing defensiveMove long middlegame,https://lichess.org/FQcosx71#47,
3cLPe,r5k1/1b3ppp/pp3n2/5PQ1/q2Np3/6PP/1P1R2BK/8 b - - 1 26,a8d8 d4e6 f7e6 d2d8,1597,74,94,124,advantage discoveredAttack middlegame short,https://lichess.org/znaQMjrh/black#52,
6UR9d,1k5r/1pp1n1p1/p2pB1b1/4p1Rp/P3P2q/2PPP3/1P1N1r2/R2K2Q1 b - - 5 26,f2h2 d2f3 h4f2 f3h2 f2b2 a1a2,2738,93,89,429,advantage fork long middlegame,https://lichess.org/5qvXWbM1/black#52,
aiGfo,2r2rk1/5ppp/4p3/1p1p1b2/3P1B2/Q3P1n1/N4q1P/R2R1B1K w - - 0 24,f4g3 f5e4 f1g2 e4g2,1045,82,89,86,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/zGsl7UJI#47,
s2L5W,rn1q1rk1/ppp4p/1n2p1p1/4P3/2P5/P7/2Q1PPPP/R1B1KB1R w KQ - 0 13,c1h6 d8d4 a1c1 d4f2,1961,77,92,1874,advantage attackingF2F7 middlegame short,https://lichess.org/CpFokeft#25,Nimzo-Indian_Defense Nimzo-Indian_Defense_Samisch_Variation
dlBtd,5rk1/3b2pp/p2p4/P3p3/1N2Pp2/5P2/1PPR1K1r/R3QB1q w - - 3 30,f1g2 h2g2,810,127,85,19,master mate mateIn1 middlegame oneMove,https://lichess.org/rr2npbRn#59,
pG9LQ,4r1k1/1p1R3p/p5p1/2p5/2nbN3/6RP/PPP1K3/8 w - - 7 27,e2f3 c4e5 f3g2 e5d7,1381,75,91,995,crushing endgame fork short,https://lichess.org/1JwX5GUo#53,
9p2RP,r2r4/4kppp/pR2p3/1p1b4/8/1PP1PN2/1P3KPP/3R4 w - - 5 22,b3b4 d5f3 d1d8 e7d8,2467,77,91,5429,crushing endgame short,https://lichess.org/C2O8CUtB#43,
ohw3s,8/6pp/4pp2/6P1/2kPK2P/4P3/8/8 b - - 0 40,c4b5 g5f6 g7f6 d4d5,2182,77,92,3025,crushing endgame pawnEndgame short,https://lichess.org/5FiXbtbk/black#80,
Mx5Sy,7k/3Qbqp1/1Bp1n3/pp2p3/4P2p/P1N2PP1/1PP3KP/8 w - - 0 26,b6a5 h4h3 g2h3 e6g5,2114,76,91,469,attraction crushing endgame master short,https://lichess.org/WzlVzU63#51,
okpKb,6r1/6pk/5p1p/r6P/2R1PK2/5P2/8/6R1 w - - 0 41,f4g4 a5g5 g4f4 g5g1,950,94,95,1391,crushing endgame rookEndgame short skewer,https://lichess.org/dXnI4SO8#81,
Ui9Qj,8/p2k2b1/1p2p1P1/3p2K1/3N4/2P5/PP3rP1/6R1 w - - 3 34,g2g4 g7f6 g5h6 f2h2,1293,77,89,924,endgame mate mateIn2 pillsburysMate short,https://lichess.org/VAhB9ARN#67,
kpQCl,r4rk1/4bppp/p1p1p2n/1q1pPb2/2pN1P2/P2P3P/1PPBN1P1/R1Q1K2R b KQ - 1 14,b5a4 b2b3 c4b3 c2b3 a4d4 e2d4,1804,81,94,10677,crushing long middlegame trappedPiece,https://lichess.org/XK3eznox/black#28,Sicilian_Defense Sicilian_Defense_Mengarini_Variation
Z4SyZ,N2k2nr/pp3pQ1/2np4/2b1p2p/2B1P1b1/8/PPPPN1qP/R1BK3R w - - 0 11,h1e1 g4e2 e1e2 g2g7,1437,76,93,2976,advantage discoveredAttack middlegame short,https://lichess.org/LDgcKqcF#21,Vienna_Game Vienna_Game_Stanley_Variation
LhahP,r1q2b1k/p2n1Qp1/b3Nn2/2pP4/2P4N/8/P4PPP/1R4K1 b - - 6 23,c8e8 h4g6 h8h7 g6f8 e8f8 e6f8,2087,76,87,369,middlegame,https://lichess.org/EYC2SgZp/black#46,
gXya9,6rk/p2p2p1/3Pp2p/2pq4/7R/4Q2P/2P2PPK/8 b - - 3 31,a7a5 h4h6 g7h6 e3h6,927,106,94,1456,endgame mate mateIn2 sacrifice short,https://lichess.org/imIJ5VYP/black#62,
qdkvd,8/p4k2/2N2p2/3P2p1/8/2N2K1P/Pr6/8 w - - 1 43,a2a4 b2b3 f3e2 b3c3,1161,76,94,1269,advantage endgame master pin short,https://lichess.org/1sI9ABrZ#85,
J0Mpi,rn1qk2r/1b1p3p/1n2p1p1/p1p1P1bB/PpP3Q1/8/1P3PPP/RNB2RK1 b kq - 1 15,g5h6 h5g6 h7g6 g4g6 e8f8 c1h6 h8h6 g6h6,1463,75,86,101,advantage middlegame veryLong,https://lichess.org/qFGLqo3L/black#30,Sicilian_Defense Sicilian_Defense_French_Variation
c7XqB,2R2rk1/3Qpp1p/p3q1p1/8/8/4P3/PP3PPP/3R2K1 b - - 0 23,e6d7 c8f8 g8f8 d1d7,1352,76,85,379,crushing endgame intermezzo queenRookEndgame short,https://lichess.org/1e6PfcgY/black#46,
Tj29S,7k/6p1/2Np4/3Pp3/4P1qr/4KR2/P3Q3/8 w - - 2 43,c6e7 g4e4 e3d2 e4b4 d2c2 h4c4 e2c4 b4c4,2217,77,96,543,advantage endgame veryLong,https://lichess.org/ECOmsM4K#85,
ie2Zw,k1r5/1p1Q2pp/p4b2/8/P3p3/K3B3/1r4PP/8 b - - 1 37,b2b1 d7c8,925,130,82,37,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/ckSLiyNk/black#74,
mSYAD,4r1k1/pb4pp/3B4/8/4q3/4P2P/PP2Q1PK/3R4 w - - 1 29,d6f4 e4f4 e3f4 e8e2 d1d8 g8f7 d8d7 e2e7,1557,74,89,1069,advantage discoveredAttack endgame master veryLong,https://lichess.org/Pxi5Aum8#57,
OduF2,4r3/pp4kp/2br2p1/6P1/2Qp1PBq/7P/PP2R2K/4R3 b - - 4 39,e8e2 e1e2 h7h5 e2e7 g7h8 c4e2,2710,92,83,177,advantage clearance defensiveMove long middlegame,https://lichess.org/6euWMevs/black#78,
zbndW,r1b2k1q/pppp4/3b1Pp1/7r/2Q5/2P5/P2P1PPP/RNB2RK1 w - - 3 17,c1a3 h5c5 f2f4 c5c4,2508,81,87,196,advantage middlegame short,https://lichess.org/c0j1ulug#33,Italian_Game Italian_Game_Evans_Gambit
hvyyH,r6r/pp1n2pp/2p1k3/8/1B2n1N1/8/P4PPP/3R1RK1 b - - 2 16,a8d8 f1e1 d7f6 d1d8 h8d8 g4f6,2052,79,91,609,crushing long middlegame pin,https://lichess.org/d7lOdywV/black#32,Danish_Gambit_Accepted Danish_Gambit_Accepted_Schlechter_Defense
BZI8O,4rr1k/pp6/5qp1/3p2pp/3P4/P5Q1/1P2NPK1/2R1R3 w - - 0 29,e2c3 h5h4 e1e8 h4g3 e8f8 f6f8,1635,76,89,3157,advantage long middlegame,https://lichess.org/BK3exJTG#57,
JuYJw,3q2k1/r4pbp/4r1p1/pp1pN3/2pP4/P1P2QP1/1P2RPP1/4R1K1 b - - 3 33,a7e7 e5c6 e6e2 e1e2 e7e2 c6d8,2217,82,90,790,crushing long master middlegame,https://lichess.org/Y3ETAjIK/black#66,
J47f6,8/8/pk6/1pq1p1P1/2b1B3/5P2/PpP5/1K2Q3 w - - 1 31,g5g6 c5a3 e1e3 a3e3,1960,76,81,109,crushing endgame short,https://lichess.org/B6k0pmrG#61,
e3gHd,1b3rk1/p7/3q2pp/1p3p2/2pN4/2P4P/PPB2QP1/5R1K w - - 6 37,f2f4 d6f4 f1f4 b8f4,594,82,100,94,advantage middlegame short,https://lichess.org/qAGn6pqk#73,
W1SCM,8/8/8/2K5/2pB1p2/2P1n3/6k1/8 b - - 3 58,f4f3 d4e3 f3f2 e3f2,637,88,88,258,crushing endgame hangingPiece short,https://lichess.org/QWZT5c9P/black#116,
Mykee,r6r/p3pk1p/1p4p1/2p5/2P2P2/1RbPBn2/P1P2PRq/3Q1K2 w - - 0 22,d1f3 h2h1 g2g1 h1f3,931,97,100,35,crushing middlegame short,https://lichess.org/Bze2R0gM#43,
vf2qJ,1R2kb2/3b1pp1/4p3/p2pP2Q/3q4/r7/3B1P1P/3K2R1 b - - 1 21,e8e7 h5g5 f7f6 g5g7 f8g7 g1g7,2008,74,96,442,long mate mateIn3 middlegame sacrifice,https://lichess.org/V6imlcuH/black#42,
gQbOA,r1bqkb1r/ppp1pp2/2n4p/7N/3P4/2N1PQ2/PP3PP1/R1B1KB2 b Qkq - 3 12,h8g8 f1c4 c8e6 c4e6,2362,91,88,261,crushing master masterVsMaster opening short,https://lichess.org/TGZ5BCfi/black#24,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
vsOkT,8/p7/5p1p/1P4p1/k1K3P1/7P/6P1/8 b - - 0 45,a4a5 c4c5 a5a4 b5b6 a7b6 c5b6,1922,75,84,191,crushing endgame long pawnEndgame,https://lichess.org/I4R5hB8B/black#90,
VEnpx,8/7p/pk5P/3P1p2/2KB2p1/6P1/P4b2/8 b - - 21 50,f2d4 c4d4 f5f4 g3f4 g4g3 d4e3 b6c5 e3f3,1912,78,93,2471,crushing endgame veryLong,https://lichess.org/e2d5U4gZ/black#100,
ohSmo,r1bqk1nr/1pp2pp1/p1np1N1p/2b1pP1Q/2B1P3/3P4/PPP3PP/R1B1K1NR b KQkq - 3 9,g8f6 h5f7,445,98,86,321,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/g7dkcqiM/black#18,Vienna_Game Vienna_Game_Anderssen_Defense
0U6vs,r1q1k2r/pQ3p1p/2n1pp2/5b2/3P4/2P2N2/P4PPP/R3KB1R w KQkq - 1 14,f1b5 c8b7 b5c6 b7c6,739,105,95,885,crushing hangingPiece middlegame short,https://lichess.org/dGF6qUCd#27,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
ufsWQ,8/1p3PRr/1kp1K3/p7/P1P5/5n2/8/8 w - - 0 41,g7h7 f3g5 e6f6 g5h7 f6g7 h7g5,1040,76,85,106,crushing endgame fork long,https://lichess.org/ODpTmrnk#81,
QnpCm,r6r/2k3p1/1p2ppp1/pQ1p4/1q4P1/3P1P1P/1P6/1KR5 b - - 2 31,c7d8 b5c6 a8a7 c6c8 d8e7 c8h8,1557,76,83,153,advantage endgame exposedKing long skewer,https://lichess.org/xuOdD4LZ/black#62,
CWMtl,r3kbnr/ppp1qppp/3p4/8/Q1BnP3/2N2P2/PP3P1P/R1B2RK1 b kq - 2 10,d4c6 c4a6 e7d7 a6b7,2780,126,90,2116,crushing opening short,https://lichess.org/8smYxaTm/black#20,Danish_Gambit Danish_Gambit_Other_variations
wHFcS,4r1k1/p3qpp1/2p2n1p/3p1B2/8/1P4P1/P1PQ1PP1/R5K1 w - - 0 22,g1f1 e7e5 a1e1 e5f5 e1e8 f6e8,1772,74,93,2770,crushing endgame fork long,https://lichess.org/tWD88znY#43,
P7tZJ,r3q1k1/p1p2p1p/3p2p1/3Q4/2P5/2P1P1P1/P5PP/5RK1 w - - 3 19,f1f7 c7c6 d5f3 e8f7,2331,84,92,7479,crushing endgame short,https://lichess.org/WEnU5Eba#37,
nXjPf,2k2r2/pp2bp1p/2p1p3/4P3/PP1P2r1/1BPNn3/4NRP1/6K1 b - - 2 27,e7h4 b3e6 c8d8 e6g4,1527,92,91,33,advantage middlegame short,https://lichess.org/sKxm9PMe/black#54,
NbXJu,2rr3k/ppq1Np1p/6p1/8/2R3P1/2P1Q3/PP5P/2K4R b - - 0 21,c7c4 e3e5 f7f6 e5f6,1265,80,91,882,endgame mate mateIn2 short,https://lichess.org/46RnldF6/black#42,
xCEIK,8/8/8/6pp/3B1bP1/5k1K/8/8 w - - 0 51,g4h5 f4g3 h5h6 g5g4,2297,77,91,1604,bishopEndgame endgame mate mateIn2 quietMove short,https://lichess.org/k8g0S2Ql#101,
0dbN2,rnB2rk1/2b1qpp1/2p5/p1Pp2n1/P2Pp3/B1N1P3/5PP1/R2QK2R b KQ - 0 18,f8c8 d1h5 f7f6 h5h8 g8f7 h8c8,1363,76,96,14077,crushing long middlegame skewer,https://lichess.org/WMF5AU9G/black#36,Semi-Slav_Defense Semi-Slav_Defense_Main_Line
f9O8w,r1bqr1k1/5ppp/8/p2p4/1B6/3Q4/PP2BPPP/R3K2R w KQ - 0 15,b4c3 c8a6 d3d4 e8e2,1516,76,87,603,advantage middlegame short,https://lichess.org/XJTclOu9#29,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
NHnNa,2k4r/pp1r2pp/B3pq2/5p2/2Q5/P4P2/2P2P1P/1R3K2 b - - 3 27,d7c7 a6b7 c8d7 b1d1 d7e8 c4c7,1620,76,91,1763,crushing deflection endgame long queensideAttack,https://lichess.org/xEEUjz6f/black#54,
y2iP7,3rr1k1/ppq2ppp/7B/2b2P2/6Q1/2N5/PP4PP/n4R1K b - - 1 22,c5f8 h6g7 f7f6 g7f6,1937,77,91,2002,advantage discoveredAttack discoveredCheck kingsideAttack middlegame short,https://lichess.org/wXfsOeSj/black#44,
BWIrM,3r2rk/pp1bqp2/2p1p1p1/4P2R/2P4P/2P1PQ2/P2BKP2/6R1 b - - 0 21,g6h5 f3h5,730,79,100,279,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Nxd4J7QL/black#42,
8XqDn,r2q4/pp1nk1p1/2p1pnB1/2P5/3PN3/5Q2/PP3P2/2R1K3 b - - 0 18,f6e4 f3f7,893,79,89,130,mate mateIn1 middlegame oneMove,https://lichess.org/7NpGqv1q/black#36,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
RXjmO,8/pp1k2r1/3p4/2P2p1p/1P2nB1q/P2Q3P/6P1/3R2K1 w - - 1 32,f4d6 h4f2 g1h2 f2g2,1512,75,89,444,endgame mate mateIn2 short,https://lichess.org/1Fyb7nDl#63,
LGicj,3r2b1/2R1R3/6pk/7p/pN5P/P5P1/1P3P2/1K1r4 w - - 1 44,b1c2 g8b3 c2c3 d1c1 b4c2 c1c2,1690,107,83,45,advantage endgame long,https://lichess.org/0Mj3rcFx#87,
wIi1b,3r1rk1/p4p2/1p1b1p1Q/2pP1q1p/N3B1b1/1P4P1/P4P1P/2R1R1K1 b - - 3 22,f5g5 h6h7,872,87,89,1064,mate mateIn1 middlegame oneMove,https://lichess.org/rhhbFsN5/black#44,
LWsnC,r4r1k/4Np1p/p4Pp1/1q1pP1n1/1n1P4/5Q2/1P5P/RB3RK1 w - - 0 28,f3f4 g5h3 g1g2 h3f4,976,82,90,346,crushing fork middlegame short,https://lichess.org/fCTokiOd#55,
3x9yG,8/8/P1p2kb1/5p2/1P2nP2/2r5/1KP5/4R3 b - - 2 41,c3c4 a6a7 c4b4 b2a3 b4d4 a7a8q,1665,77,87,521,advancedPawn advantage defensiveMove endgame long promotion,https://lichess.org/H8ZRbVvF/black#82,
0j4vs,2r5/8/3k2P1/8/3PR1PP/pp1K4/1P6/8 w - - 0 49,b2a3 b3b2 e4e1 c8c1 e1c1 b2c1q,1116,76,97,453,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/W0QkjGnX#97,
yW9kE,2r3r1/p5k1/5pp1/3ppn2/3p2Q1/1P3P2/P5K1/2B3R1 w - - 2 38,g2f2 c8c2 c1d2 c2d2 f2e1 d2d1 e1d1 f5e3 d1d2 e3g4,1633,74,90,1741,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/ekG0bbwL#75,
GhE2I,rb5r/2q3k1/p1n1Rp2/3B2pp/Np1p4/1P1Q1P1P/P4P2/R5K1 w - - 4 25,d5c6 c7h2 g1f1 h2h3 f1e1 h3e6,2107,76,93,1050,advantage fork long middlegame,https://lichess.org/6FnFtQoQ#49,
MBbK4,r1b2rk1/5pp1/p6p/1pp5/4N3/q1P5/4QPPP/1B3RK1 b - - 0 22,c8b7 e4f6 g8h8 e2d3 b7e4 d3e4,1968,75,85,118,crushing long middlegame,https://lichess.org/SJEKKejI/black#44,
XQQjx,2kr3r/pppq1ppp/2n2n2/2b2b2/Q2N4/2P3PP/P4PB1/RNBR2K1 b - - 0 15,f5h3 g2c6 b7c6 a4a6 c8b8 d4c6 d7c6 d1d8 h8d8 a6c6,2399,80,96,1305,advantage deflection discoveredAttack fork intermezzo middlegame veryLong,https://lichess.org/3tvRmdR6/black#30,Petrovs_Defense Petrovs_Defense_Other_variations
boH3E,8/pp4kp/5p2/1P2p3/2B1N3/b3B1P1/5PKP/3r4 w - - 0 36,e4c5 a3c5 e3c5 d1c1 c5a7 c1c4,1327,76,94,7476,advantage endgame long master,https://lichess.org/1jmQISgd#71,
cqTkQ,3b4/3k4/1p6/1P2Bp2/2K2Pp1/6Pp/7P/8 w - - 4 47,c4d5 d8h4 g3h4 g4g3,2178,76,94,3002,bishopEndgame crushing endgame master sacrifice short,https://lichess.org/krtfVE5K#93,
0fPGU,r4rk1/pp3ppp/1np1p3/4q3/2PR4/2P2Q1P/P3B1P1/5RK1 b - - 1 17,a8d8 f3f7 f8f7 d4d8 f7f8 f1f8,2210,87,90,2049,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/oRfyqDWn/black#34,Alekhine_Defense Alekhine_Defense_Four_Pawns_Attack
WDf0g,rn1q1k2/pp6/2pp1n2/4p1p1/2B1Pp2/2NP1b1Q/PPPB1P2/2K5 b - - 1 16,g5g4 h3h8 f8e7 h8g7 e7e8 g7f7,1577,79,93,794,exposedKing long mate mateIn3 middlegame,https://lichess.org/HCK5o8Wl/black#32,Philidor_Defense Philidor_Defense_Lopez_Countergambit
Td9jT,5rk1/p1p3p1/2nb2Q1/1p1p1bB1/3P4/2P2N2/PP1N1nPP/2KR4 w - - 0 18,g6h5 f2d3 c1b1 d3f4 b1a1 f4h5,1299,75,95,6831,advantage discoveredAttack discoveredCheck long middlegame,https://lichess.org/a3r9cWIJ#35,French_Defense French_Defense_Knight_Variation
