PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
oDJ88,r4rk1/pbq2ppp/1p2p1n1/2p3N1/2P1N3/2P1Q3/PP3PPP/3RR1K1 w - - 4 18,g5h7 g8h7 e4g5 h7g8 e3h3 f8e8,2298,93,89,721,advantage defensiveMove hangingPiece long middlegame,https://lichess.org/SD9qSqT3#35,Sicilian_Defense Sicilian_Defense_Modern_Variations
tdAyQ,8/1p6/2k5/1pp3p1/P2p1pP1/1P1P1P2/2PK4/8 w - - 0 41,c2c4 d4c3 d2c3 b5a4 b3a4 c6d5 a4a5 d5d6,2728,100,88,168,crushing defensiveMove enPassant endgame master pawnEndgame veryLong,https://lichess.org/xT1hzTnQ#81,
Vo8ju,8/1R6/5kp1/p7/Pb6/6B1/1r3PP1/6K1 w - - 0 40,g3c7 b2b1 g1h2 b4d6 c7d6 b1b7,917,78,89,268,advantage discoveredAttack endgame long,https://lichess.org/563VSfUo#79,
aTanR,r3kb1r/pp1n1ppp/1qp5/4P1B1/P1B1b3/4PN2/1P1Q1PPP/R3K2R b KQkq - 0 11,e4f3 c4f7 e8f7 d2d7,1252,76,93,470,attackingF2F7 attraction crushing deflection master middlegame short,https://lichess.org/FXX06ahA/black#22,Slav_Defense Slav_Defense_Other_variations
wtVKn,2Q2nk1/1p4pp/p4q2/3pNN2/3P4/1P6/P4PPK/4r3 b - - 3 31,g7g6 e5g4 f6f5 g4h6 g8g7 h6f5,2429,92,85,61,advantage endgame fork long sacrifice,https://lichess.org/SkP5p5I8/black#62,
zay52,8/p7/8/5B2/3K4/1kp5/8/8 w - - 4 59,d4c5 a7a5 f5d3 a5a4,1360,74,95,35278,bishopEndgame crushing defensiveMove endgame quietMove short,https://lichess.org/9m5UUuWq#117,
2By0b,r3r1k1/p5p1/1p3pb1/4B3/6qN/7R/P5PP/R4Q1K b - - 0 28,e8e5 h4g6 g4g6 f1c4 g6f7 h3h8 g8h8 c4f7,1384,76,93,2419,advantage deflection middlegame veryLong,https://lichess.org/tIpLPfrv/black#56,
vekGs,8/8/p4k2/1p1p1p2/1P1P1K2/5P2/8/8 b - - 1 47,f6g6 f4e5 a6a5 b4a5,1255,81,93,1657,crushing endgame master pawnEndgame short,https://lichess.org/rraTLyLq/black#94,
nlXmA,3R4/8/p1k5/3pK3/2r2P2/2P5/8/8 b - - 4 58,c4c3 d8c8 c6b5 c8c3,1123,76,99,1332,crushing endgame rookEndgame short skewer,https://lichess.org/GiT3KmdK/black#116,
GB4Gu,1r6/1Q3qkp/5p2/2b4P/8/5PP1/PP4B1/3R3K w - - 0 37,b7b8 f7h5 g2h3 h5h3,741,78,100,315,endgame mate mateIn2 short,https://lichess.org/veeOSv2b#73,
YxclO,8/3R2pk/7p/p2N1P2/4n1P1/7P/r7/6K1 b - - 1 49,e4f2 d5f6 h7h8 d7d8,1114,80,86,124,endgame mate mateIn2 pin short,https://lichess.org/HgaFR3zl/black#98,
Agv2v,r5k1/1R3ppp/p4nn1/8/3P4/P3PN1q/1P2BP2/3Q1RK1 w - - 0 24,f3h2 g6h4 e2f3 f6g4 h2g4 h4f3 d1f3 h3f3,1889,75,95,344,crushing deflection kingsideAttack middlegame quietMove veryLong,https://lichess.org/eSR0Vrpj#47,
HqRhY,6r1/8/3pK3/3P2p1/4P1B1/4kP2/8/8 b - - 2 76,g8d8 e6e7 d8h8 e7d6,1187,79,90,608,crushing endgame short,https://lichess.org/bt6Qrhiv/black#152,
8dIyx,3r2k1/2P2pp1/5p2/3b4/1p3Q2/4B3/qP3PPP/1KR5 w - - 1 35,b1c2 d5b3,1729,79,90,4162,endgame master mate mateIn1 oneMove,https://lichess.org/sdMxWOfM#69,
KSEWR,3R4/8/4k1p1/5p2/2p2P1K/4r1PP/8/8 b - - 3 48,c4c3 d8e8 e6d5 e8e3,873,80,90,269,crushing endgame rookEndgame short skewer,https://lichess.org/3wAHymEX/black#96,
2ffXB,1r4k1/1P3p1p/3Q2p1/8/8/6P1/3pqPKP/1R6 b - - 1 38,b8b7 d6d8 g8g7 d8d4,1909,75,86,85,crushing endgame short,https://lichess.org/9L42pckr/black#76,
trbKD,8/7p/5pp1/ppk1p2P/2p1K1P1/8/P1B3P1/8 w - - 1 33,h5g6 h7g6 g4g5 f6g5 e4e5 a5a4,2705,103,87,219,bishopEndgame crushing defensiveMove endgame long,https://lichess.org/S43YNH80#65,
xW8oB,2r1k2r/2q4p/p3pQ2/1p6/4P3/8/PPP2P1b/3R3K b k - 0 25,h8f8 f6e6 c7e7 e6c8,1693,115,100,43,deflection endgame equality short,https://lichess.org/iBpLCNEC/black#50,
7q0tz,3rk3/pp3pp1/2p3q1/3pr1P1/4n2Q/2P1B2R/PP2R2P/6K1 b - - 10 31,e4g5 e3g5 g6b1 g1f2 e5e2 f2e2,1987,76,87,55,advantage long middlegame,https://lichess.org/H1ToN1gh/black#62,
8A4WV,8/8/2p3p1/1pPp1k2/p2P3P/P1P1KP2/8/8 w - - 0 38,f3f4 f5g4 e3e2 g4f4,1183,79,88,341,crushing endgame pawnEndgame short zugzwang,https://lichess.org/PZiwL2DF#75,
T09s4,8/4rpk1/5R1p/6pP/8/1PQpq3/2P5/r2K1R2 w - - 4 54,c3a1 e3e2 d1c1 e2c2,1421,74,85,134,endgame mate mateIn2 short,https://lichess.org/IIqthas2#107,
eAm44,8/1Pb5/P2nk2p/8/8/2P3p1/2K5/6B1 b - - 2 46,d6b5 c3c4 b5d6 a6a7,1853,77,93,2431,advancedPawn crushing endgame short,https://lichess.org/8VhpJf93/black#92,
pNEkE,rn3rk1/1pn3b1/p3p2p/2Pp2pb/3PPp2/2NB1P2/1P1N1BPP/R4RK1 w - - 3 23,c3b5 a6b5 a1a8 c7a8,1966,76,92,1692,crushing master middlegame short,https://lichess.org/L2gPSazv#45,
Beo8c,8/pp4pk/2b2q1p/2N2p1P/8/P2P2Q1/4rRP1/7K b - - 6 34,f5f4 g3g6 f6g6 h5g6 h7g6 f2e2,1951,74,88,182,advantage endgame long master,https://lichess.org/N4MsZ8X5/black#68,
oP8X0,4r1k1/pp2nppp/1q6/2nN4/2P2P2/P1B2KP1/1P5P/4RB1R b - - 8 21,e7d5 e1e8,763,108,94,794,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/aGJFUaZX/black#42,
HGRY6,r3kb1r/p1p2ppp/2p1p3/8/3PqNP1/2P3Q1/P6P/R1B1K2R w KQkq - 1 16,e1f2 e4h1 c1b2 h1e4 a1e1 e4c2,1952,75,88,299,advantage hangingPiece long middlegame,https://lichess.org/RMg3XUdm#31,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
sKh9Q,rn1qk2r/p4ppp/1p6/3pN3/2pPn3/2P1P3/P2BQPPP/1R3RK1 b kq - 0 13,f7f6 e2h5 g7g6 e5g6 h7g6 h5h8,1060,84,92,1304,crushing long middlegame,https://lichess.org/rfodDvuU/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
Uyntx,3r3r/5ppp/pk2b3/2Rn4/2p5/4BP2/P4P1P/1R4K1 b - - 1 26,b6a7 c5c7 a7a8 c7a7,1807,76,85,170,discoveredCheck doubleCheck mate mateIn2 middlegame operaMate short,https://lichess.org/fUs3Nxl2/black#52,
VsGXg,r2q1r2/1pp3pk/p2pB1Np/3NpP2/P2n4/7P/1PP3P1/R3Q1K1 w - - 7 22,e1g3 d4e2 g1h2 e2g3 g6f8 d8f8,846,84,97,834,advantage fork long middlegame,https://lichess.org/xTqKYZDU#43,
9yepa,5rk1/3b1ppp/5n2/2Q5/8/1PN3bP/P1KP4/R1B2q2 b - - 0 25,d7e6 c5f8 g8f8 c1a3 f8g8 a1f1,1873,77,92,1307,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/nxu1f54t/black#50,
etXSQ,r1b1k2r/pp1p1pp1/4pn1p/q7/2BpP3/P2P2Q1/P1P2PPP/R2K2NR b kq - 0 12,a5a3 g3g7 h8g8 g7f6,1132,78,94,3492,advantage fork middlegame short,https://lichess.org/ogCL0v6B/black#24,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
WoHpR,6kr/2q2p1p/p3pQp1/1b1pP1N1/8/1P6/P4PPP/4R1K1 w - - 4 32,e1e3 c7c1 e3e1 c1e1,583,88,100,111,endgame kingsideAttack mate mateIn2 short,https://lichess.org/DYDXpaG1#63,
QeOEG,8/8/R1P5/1p3pkb/2pPqnp1/2P5/6PP/2Q3K1 w - - 3 38,c6c7 e4g2,1187,75,94,363,endgame mate mateIn1 oneMove,https://lichess.org/YN2bUzKI#75,
5r5Vw,6R1/2Q1p2p/pp3p2/2p1kp2/7q/2P1rP2/6KP/8 b - - 7 37,e5d5 c7d7 d5c4 d7a4 c4c3 a4h4,2188,77,90,331,crushing endgame long skewer,https://lichess.org/Tokmrxmk/black#74,
i1QQA,8/6pk/5p1p/8/p1N5/5PK1/r6P/1R6 w - - 0 57,b1b2 a2b2 c4b2 a4a3 b2d3 a3a2,1124,76,93,326,advancedPawn crushing endgame long,https://lichess.org/AJsyDdFV#113,
MPgGV,2q3k1/6R1/2p1p2p/p1PpN3/3Pn1QP/P5r1/6P1/6K1 b - - 0 33,g8h8 e5f7,1222,77,89,292,endgame master mate mateIn1 oneMove,https://lichess.org/NKzGjFpi/black#66,
F1tyn,2rQ2k1/pb2nppp/1p6/5q2/5P2/6P1/P6P/3RR1K1 b - - 1 27,c8d8 d1d8,488,109,96,1561,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ibnS0HgF/black#54,
R7k32,6k1/pp4pp/3bp3/3pn3/N7/1BP5/PP3rPP/R1BK4 w - - 1 21,c1e3 f2f1 d1c2 f1a1,1177,90,89,30,crushing middlegame short skewer,https://lichess.org/ReUbolZq#41,
riyyy,r4rk1/1p1q2pp/pb2pp2/3pP3/2N5/8/PPP1Q1PP/3R1R1K b - - 1 20,d7b5 e5f6 b5c4 e2e6,1958,75,85,91,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/HQMS7h56/black#40,
HYgTK,rn3rk1/ppp2ppp/8/4q3/8/1PnP1b2/P1P1BPPP/R1Q1K1NR w KQ - 0 13,g1f3 e5e2,400,98,81,286,mate mateIn1 middlegame oneMove,https://lichess.org/TmEMDrN1#25,Kings_Pawn_Opening Kings_Pawn_Opening_Other_variations
y6bIe,6k1/6pq/1Q6/2p5/3r2K1/3p1rP1/PP1R1R1P/8 w - - 1 35,g4f3 h7e4,1418,79,94,2906,endgame mate mateIn1 oneMove,https://lichess.org/q6Ulu1z9#69,
rPK2n,8/8/8/1B5P/P3p1p1/4kpP1/6r1/3R3K w - - 1 57,d1g1 e3f2 g1c1 f2g3,2360,75,91,2233,crushing endgame short,https://lichess.org/6bi99MrR#113,
CnpIL,8/6p1/1p2k2p/PP1np3/8/4BK2/2P3PP/8 b - - 0 33,d5e3 a5b6 e3c2 b6b7,2361,89,86,1027,advancedPawn crushing endgame knightEndgame short,https://lichess.org/BKPIBsAA/black#66,
ae9Tv,5rk1/p1p1Q1pp/1p6/2r1P3/8/7P/P4PP1/5K2 b - - 1 23,g8h8 e7f8,471,96,80,260,endgame hangingPiece mate mateIn1 oneMove queenRookEndgame,https://lichess.org/cs7h06RU/black#46,
V60Ir,r2qk1nr/1ppb1ppp/p1nb4/1B2N3/4Q3/1P2P3/PBPP2PP/RN2K2R b KQkq - 0 9,a6b5 e5c6 d8e7 c6e7,1277,85,92,1670,crushing discoveredAttack discoveredCheck opening short,https://lichess.org/9zY5Qss9/black#18,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
EQK2f,4r3/2R5/PB6/5pkp/2b2p2/2P2P2/3R2PP/6K1 w - - 1 43,a6a7 e8e1 g1f2 e1f1,1119,97,92,54,endgame mate mateIn2 operaMate short,https://lichess.org/NNUmSoKj#85,
ZtFtF,r1bq1rk1/1pp3pp/1b2nn2/pP1pNp2/P7/2PP2P1/4PPBP/RNBQ1RK1 w - - 1 12,c3c4 b6d4 a1a2 d4e5,1835,81,88,128,advantage fork opening short,https://lichess.org/BJcZw01X#23,Zukertort_Opening Zukertort_Opening_Old_Indian_Attack
9oFpx,r3rk2/pp4pp/4q3/3p1p2/5Pb1/3BP1P1/PPQ2KP1/4RR2 w - - 0 24,e1d1 e6e3,472,88,100,233,mate mateIn1 middlegame oneMove,https://lichess.org/c9y9De0v#47,
HIib0,8/5p2/6k1/P2p3p/2p4P/R4KP1/8/3r4 b - - 2 44,d5d4 a5a6 c4c3 a6a7 c3c2 a7a8q,1151,80,94,5536,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/3juK9Ob2/black#88,
n3u0b,r1bq1b1r/ppp2Q1p/2npN2k/6Bn/4P2P/2p5/PP3PP1/RN2K2R b KQ - 0 12,d8g5 h4g5,1278,78,90,1345,mate mateIn1 middlegame oneMove,https://lichess.org/quEUvTeF/black#24,Scotch_Game Scotch_Game_Goring_Gambit
APsom,8/5p2/p2r4/r2Pk1p1/P2R1pPP/3R1K2/8/8 b - - 0 47,d6d5 d4d5 a5d5 d3d5 e5d5 h4g5 a6a5 f3f4 d5e6 f4e4,2372,80,80,136,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/WJWsTjex/black#94,
Er4RB,7k/2p2rpp/7r/p1p2Q2/2P2p2/1P2P2b/P4PP1/3R1RK1 b - - 0 25,h3f5 d1d8 f7f8 d8f8,601,94,83,937,backRankMate endgame mate mateIn2 short,https://lichess.org/L9iQLcg6/black#50,
JenBi,r4k1r/pp1bq3/3p4/5N1p/2B5/7P/PPQ2PP1/R5K1 b - - 0 24,e7h7 c2c3 h7f5 c3h8,2288,77,91,674,crushing middlegame short,https://lichess.org/CeDGtFJc/black#48,
xzqDI,6k1/1p3rpp/p3p3/1b2Bp1Q/4PP2/3P2RP/P5PK/4q3 w - - 3 24,h5h6 e1g3 h2g3 g7h6,1311,76,94,5630,crushing endgame short,https://lichess.org/mxtf0Idx#47,
SrgdR,2rr2k1/pb1n1ppp/1p6/3P4/1q6/2N2N2/2Q2PPP/R1R3K1 b - - 0 19,b7d5 c3d5 c8c2 d5b4 c2c1 a1c1,1594,81,88,45,advantage hangingPiece long middlegame,https://lichess.org/dlAyGM7x/black#38,English_Defense English_Defense_Other_variations
5ErUD,r4rk1/1b3ppp/pnqbp3/1p6/3P4/1BN1B1P1/PP3P1P/2RQ1RK1 w - - 5 17,c3d5 b6c4 b3c4 b5c4,1814,75,90,1620,crushing middlegame short,https://lichess.org/hR1U1Lq8#33,Sicilian_Defense Sicilian_Defense_Delayed_Alapin
vUHNO,2r3k1/r3bppp/pq2pn2/1p1pB3/1P1P2P1/P1NQP2P/5P2/2R2RK1 b - - 2 17,f6d7 c3d5 e6d5 c1c8,1486,76,81,268,crushing discoveredAttack middlegame short,https://lichess.org/oOlYCBYv/black#34,Slav_Defense Slav_Defense_Exchange_Variation
5ToHX,2r5/5p2/bp5R/2k1p3/4P3/P1rP4/PK3P2/3R4 b - - 1 40,c5d4 h6d6 d4c5 d6d5 c5c6 b2c3,1511,75,99,1526,advantage endgame long,https://lichess.org/bjbIYYVw/black#80,
6ADE0,r3k2r/1ppn3p/1n3qp1/p1bPp2B/2P5/P1NP4/1P3P1P/R1BQK1R1 w Qkq - 0 15,c1g5 f6f2,575,103,91,597,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/RHK0g1fl#29,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
dP1GE,8/p6R/1b4B1/6P1/7P/4k3/r7/4K3 w - - 0 40,h7d7 a2a1 d7d1 b6a5 e1f1 a1d1,1357,75,81,111,crushing deflection endgame exposedKing long,https://lichess.org/2h4RZftc#79,
L4mAD,5r2/6pp/3k4/4p3/1P1pK3/P2R4/5PPP/8 w - - 4 34,f2f3 f8f4,704,83,98,551,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/EXURax4W#67,
59ge8,rn2k1nr/ppN2ppp/4b3/2b5/2q5/6P1/PPP2P1P/R1BQK1NR b KQkq - 1 9,e8f8 d1d8,712,80,100,290,mate mateIn1 oneMove opening,https://lichess.org/6GeGmagU/black#18,French_Defense French_Defense_Exchange_Variation
yu117,4kr2/p2np1QR/b1pp2p1/8/3PPP2/2PB4/qrP3P1/2KR4 b - - 0 19,f8f7 g7f7 a2f7 h7f7,2132,76,81,208,attackingF2F7 crushing middlegame short,https://lichess.org/ct3Sa7uC/black#38,Pirc_Defense Pirc_Defense_Byrne_Variation
R41JP,8/1p1r4/p3k2p/4Npp1/8/PPR1n1P1/1K4P1/8 w - - 4 38,e5d7 e3d1 b2c2 d1c3 d7c5 e6d5,1178,82,93,186,advantage endgame fork long,https://lichess.org/7febAGxW#75,
anxq9,8/8/7p/k5p1/2RB1p2/3p2nP/1p1Nr1P1/2K5 w - - 0 57,d4b2 e2e1,558,91,100,94,endgame mate mateIn1 oneMove,https://lichess.org/RyTr5pJG#113,
iYuJm,8/8/7p/2p5/2k3N1/2Pb4/1K5P/8 b - - 4 54,d3g6 g4e5 c4b5 e5g6,936,76,95,292,crushing endgame fork short,https://lichess.org/chGsvkLt/black#108,
Mtii6,7k/p5pp/8/2p5/6P1/2N2r1P/PPb5/R1B1b1K1 w - - 0 26,c1f4 e1c3 b2c3 f3f4,2227,75,86,111,advantage endgame short,https://lichess.org/qfwYF7WD#51,
fnyuL,8/6K1/6p1/7p/5kP1/7P/8/8 w - - 0 43,g4h5 g6h5 g7f6 h5h4 f6e6 f4g3 e6d5 g3h3,1795,74,89,1784,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/6AxgPdnP#85,
wIum1,2kr4/ppp4p/8/3Nn3/5R2/6P1/PPP4P/6K1 w - - 1 24,f4d4 e5f3 g1f2 f3d4,641,104,96,869,crushing endgame fork short,https://lichess.org/sqFVsSTO#47,
YTzbE,r1b2r2/5kpB/1p2p3/3p2P1/p2q1Pp1/5Q2/PP1NK3/R6R w - - 1 25,f3d3 c8a6 d3a6 a8a6,1171,78,90,580,advantage middlegame pin short,https://lichess.org/W8z2wlcP#49,
dhjGF,2r2rk1/p4ppp/1p6/bQ6/4B3/2q1PNP1/P4PKP/3R4 b - - 12 25,c3b4 e4h7 g8h7 b5h5 h7g8 f3g5 b4e4 g5e4,1873,78,93,1217,attraction crushing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/G6vw2LPm/black#50,
j07xK,1k2Rb1r/1p4pp/p1p2nb1/8/N7/1B2B3/PPP4P/2KR4 b - - 0 25,g6e8 d1d8 b8c7 e3b6,1427,76,96,26915,mate mateIn2 middlegame queensideAttack short,https://lichess.org/3xywXHry/black#50,
cP2VA,1k1r4/pppr1pp1/q4n1p/4pP2/4P3/P1QPBB1P/1P1R2P1/6K1 b - - 4 20,d7d3 f3e2 d3d2 e2a6,1991,77,83,98,advantage middlegame short,https://lichess.org/8LjYGswH/black#40,
ZjmbT,3rr2k/2p4p/1pPpqppB/p1n1n3/4P3/1PQ3P1/P4P1P/3RRBK1 w - - 2 25,d1d5 c5e4 d5e5 e6e5 c3e5 e8e5,1926,76,92,3277,advantage long middlegame,https://lichess.org/vazU6ste#49,
RvbyH,5rk1/pp4pp/4pq2/8/3p2Q1/3P4/PPP3PP/R5K1 w - - 2 19,a2a3 f6f2 g1h1 f2f1 a1f1 f8f1,1027,80,92,82,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Im2GxiuI#37,
D82o2,2r3rk/1p1q1ppp/p1n2n1B/3p2Q1/1b1P4/1BN2P1P/PP3P2/2KR2R1 b - - 9 17,d7h3 h6g7 g8g7 g5g7,1233,77,93,884,fork mate mateIn2 middlegame short,https://lichess.org/T6b9YS2E/black#34,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
skM6u,8/8/8/5k2/PB3p2/6p1/1R3KP1/2r5 w - - 0 58,f2f3 c1f1 f3e2 f1f2 e2d3 f2b2,1037,77,85,196,crushing endgame exposedKing long skewer,https://lichess.org/0tY0jHvh#115,
cNdrO,8/8/8/p7/2Bk3P/5K2/8/8 b - - 0 54,d4c4 h4h5 a5a4 h5h6 a4a3 h6h7 a3a2 h7h8q,550,105,94,283,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dTCdrmQk/black#108,
9QYZQ,r4rk1/p5p1/p1q2pb1/2P4p/7P/Q1P5/PP1B1P2/2KR2NR w - - 1 18,g1h3 c6e4 a3b3 g8h7 d2f4 f8d8,2753,100,87,351,crushing defensiveMove long middlegame,https://lichess.org/hItwyf4I#35,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
JLfkv,r2q1rk1/1bp2ppp/p3pn2/1p6/3P2N1/P2QP3/1PB2PPP/R4RK1 b - - 1 17,d8d5 g4f6 g7f6 d3h7,1189,76,97,1569,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/MHzfIIyn/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights
KDRpx,r3kr2/1pp1p1Qp/p4Np1/8/1nB4P/1P3P2/q1P3P1/2KR3R b q - 0 20,f8f6 g7g8 f6f8 c4f7,1382,75,99,2363,mate mateIn2 middlegame short,https://lichess.org/kq2mF8Wm/black#40,
gWKNq,1r3k1r/ppN1npqp/2nQ4/2P1pb2/8/5N2/PPP1B2P/2KR1R2 b - - 1 15,b8d8 d6d8 c6d8 d1d8,1370,76,89,8040,backRankMate mate mateIn2 middlegame short,https://lichess.org/iaZITu12/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
U9E0x,8/1p3pkp/p1bp1N2/4rqPp/7P/2Q5/PP6/3R2K1 b - - 1 29,f5f4 f6h5 g7f8 h5f4,1169,79,94,3993,crushing endgame fork master short,https://lichess.org/bHBcFphg/black#58,
vgKqA,2rn2k1/5ppp/pR2p3/2qpPn2/5P2/1Q1K1N2/P1P3PP/1R6 w - - 2 22,d3d2 c5f2 d2c1 f5e3,1743,75,89,354,crushing middlegame short,https://lichess.org/6hGhLuhO#43,
0wmWZ,r3k1r1/p4pbp/2qPpp2/1p5b/4N3/1B3P2/PP3P1P/R2Q2RK b q - 1 21,f6f5 g1g7 g8g7 e4f6 e8f8 f6h5,2240,78,86,51,advantage fork long middlegame sacrifice,https://lichess.org/UVZYR9me/black#42,
a6gJs,r4rk1/pb1p1p2/6PP/2q5/3pp3/3BR1Q1/PPP4P/5RK1 b - - 0 23,d4e3 g6f7 g8h8 g3g7,1456,76,94,726,advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/8WDr2SG4/black#46,
Ijnfn,4r2k/2rR2pp/p1P5/8/1P2pp1q/1Q5P/P5P1/2R4K b - - 3 35,c7c6 c1c6 h4e1 h1h2 e4e3 b3d1 e1g3 h2h1,2690,114,90,401,crushing endgame hangingPiece veryLong,https://lichess.org/sZG6GfTV/black#70,
svM4e,2kr3r/ppp2pp1/n4np1/2bP4/Q1B1P2q/P1N4P/1P3PP1/R1B2RK1 w - - 3 14,c4a6 f6g4 g1h1 g4f2 f1f2 h4f2,2091,86,90,1961,advantage kingsideAttack long middlegame,https://lichess.org/dm7Ev5Fs#27,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
4rMo5,rn1qk2r/3bbpp1/3p1n1p/1NpP4/1p6/5N2/PPP1QPPP/R1B1R1K1 b kq - 1 13,a8a6 b5c7 e8f8 c7a6 b8a6 e2a6,1742,75,93,1781,advantage long opening,https://lichess.org/BQ3gaJhx/black#26,Benoni_Defense Benoni_Defense_French_Benoni
6Qaho,r3k2r/pp3pp1/8/3p4/3P3p/2P2pq1/PPB5/RNB2Q1K w kq - 0 28,c1e3 h4h3 b1d2 g3g2 f1g2 h3g2 h1g1 h8h1 g1f2 h1a1,1738,76,96,1861,advancedPawn advantage discoveredCheck doubleCheck exposedKing kingsideAttack middlegame skewer veryLong,https://lichess.org/2xqFrnTA#55,
TaV8Z,r2qkb1r/ppp1p2p/5np1/3pQ3/5B2/3PP3/PP3PPP/RN2K2R w KQkq - 1 11,e5c7 d8c7 f4c7 a8c8,1454,90,81,56,advantage middlegame short,https://lichess.org/ucnRDC8S#21,Queens_Pawn_Game Queens_Pawn_Game_Anti-Torre
tMIYI,8/2Bk2p1/pp3p2/8/6PP/4KP2/Pn6/8 w - - 2 41,c7b6 b2c4 e3d4 c4b6,690,87,82,370,crushing endgame fork short,https://lichess.org/bPD2UVr0#81,
XAqHW,1rbq1n1r/1p2bk2/p2p1pp1/2pPpN2/P1P1P1Q1/2NB2R1/1P4PP/5RK1 b - - 11 22,g6f5 g4g7 f7e8 g7h8,1156,76,88,356,crushing fork master middlegame short,https://lichess.org/NRfPoxdh/black#44,
21XWh,r3k2r/ppp2ppp/2n2n2/8/3Pp3/P3P1Nb/1PBB1PqP/R2QKR2 b Qkq - 2 14,f6g4 c2e4 g2h2 d1f3,2449,93,90,835,advantage middlegame short,https://lichess.org/Ou4lIBqI/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
LS0XE,r1r3k1/p5pp/3qp3/2pn4/2Bp4/PQ3P2/5P1P/2R1R1K1 b - - 4 23,a8b8 e1e6 d6e6 c4d5 b8b3 d5e6,1510,77,94,322,advantage attraction kingsideAttack long middlegame pin,https://lichess.org/2co0z602/black#46,
jodfv,1rr3k1/3q2b1/p2p1npp/3Npp2/2R5/4PN2/P2Q1PPP/2R3K1 b - - 5 23,f6e4 c4c8 b8c8 c1c8 d7c8 d5e7 g8f7 e7c8,1515,75,88,223,advantage attraction exposedKing fork middlegame veryLong,https://lichess.org/nxvlLfhS/black#46,
Vyh9r,r6k/pp3R1p/1bpq1P2/8/8/2P2Q1P/PP3P2/7K b - - 0 28,b6c7 f7h7 h8h7 f3h5 h7g8 h5g6 g8f8 g6g7 f8e8 f6f7,1966,75,94,5448,advancedPawn attraction crushing endgame sacrifice veryLong,https://lichess.org/CV0qXiHC/black#56,
h3ara,5r1r/1bp4p/ppn3p1/3nk1P1/4pp1P/N6B/PPP1PP1B/2KR3R b - - 1 19,b7c8 a3c4,1042,77,94,846,cornerMate mate mateIn1 middlegame oneMove,https://lichess.org/5yYSiL1z/black#38,
e0j2M,3R4/2R3pp/p4k2/1p2p3/6PP/r4P2/2b5/6K1 b - - 0 32,c2g6 d8d6,1595,83,89,403,endgame mate mateIn1 oneMove,https://lichess.org/DTTa7R4s/black#64,
f4VWm,6k1/pp4p1/4p1N1/3p1nqp/1Q1P4/P7/1P3PPP/2R3K1 w - - 1 29,g6e5 g5c1 b4e1 c1e1,845,77,89,115,endgame hangingPiece mate mateIn2 short,https://lichess.org/eGNHAnta#57,
lC9sJ,r1bq1rk1/1p2bppp/p1n1p3/4P1N1/3p1PPn/3Q1N2/PPPB3P/2KR1B1R b - - 2 14,h4f3 d3h7,694,80,89,177,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/6SHL7FbN/black#28,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
XWI8c,5R2/1p4kp/p2p2p1/3N4/P3P3/3B4/1qP4P/7K w - - 1 40,f8d8 b2c1 h1g2 c1g5 g2f3 g5d8,1565,76,89,1175,crushing endgame fork long,https://lichess.org/vlJd2s3O#79,
O9rPO,6k1/3p1p1p/4pKp1/1R1R4/6P1/6r1/2r5/8 b - - 0 35,e6d5 b5b8 c2c8 b8c8,681,96,82,279,endgame mate mateIn2 rookEndgame short,https://lichess.org/e2yeeAFl/black#70,
mvmIS,5rk1/3Q1ppp/8/p5b1/2N1P2q/5P2/P1rBK2P/R6R w - - 3 25,c4e3 g5e3 e2e3 f8d8,2659,113,90,964,advantage middlegame pin short,https://lichess.org/7WH9bd3p#49,
